return_id,order_id,item_id,reason,return_status,requested_date,resolved_date,refund_amount,notes
898766,526089,611901,defective_product,received,2024-07-20,2024-07-27,,Customer requested full refund
848057,551673,632416,defective_product,approved,2021-04-27,2021-05-11,,Wrong size delivered
852826,543673,637932,changed_mind,refunded,2022-12-12,2022-12-22,477.8,
879579,548725,659737,duplicate_order,refunded,2021-11-26,2021-12-05,75.85,
809163,561081,673487,defective_product,refunded,2022-07-19,2022-08-02,207.44,Customer preferred different colour
821557,505215,681519,duplicate_order,rejected,2022-03-12,2022-03-24,,
801076,558223,643763,not_as_described,refunded,2023-11-19,2023-11-26,307.98,Item arrived in poor condition
872641,520829,635580,arrived_damaged,refunded,2023-10-24,2023-11-01,261.35,Customer requested full refund
898557,504129,669183,not_as_described,received,2021-12-20,2021-12-27,,
887222,556086,602712,arrived_damaged,refunded,2024-08-15,2024-08-21,338.63,Packaging was damaged
801482,539319,628532,arrived_damaged,refunded,2023-08-21,2023-08-25,289.93,Item arrived in poor condition
825438,554358,676702,not_as_described,approved,2023-04-18,2023-04-29,,
864908,543916,693968,not_as_described,refunded,2022-05-15,2022-05-25,320.46,
820196,575442,681283,duplicate_order,refunded,2024-04-23,2024-04-29,107.82,Customer requested full refund
870860,517321,640512,changed_mind,rejected,2022-09-07,2022-09-17,,
835512,599932,683248,defective_product,refunded,2023-01-30,2023-02-11,1298.24,Item arrived in poor condition
898299,582946,609153,changed_mind,refunded,2022-01-29,2022-02-10,994.51,Wrong size delivered
847218,563812,670363,defective_product,received,2023-03-23,2023-03-29,,Item arrived in poor condition
888036,519192,636263,arrived_damaged,rejected,2021-09-12,2021-09-21,,
882569,580525,601504,duplicate_order,refunded,2024-05-29,2024-06-06,212.3,
826641,564871,634547,changed_mind,requested,2022-03-21,,,Item arrived in poor condition
805955,588164,649421,changed_mind,refunded,2024-09-12,2024-09-15,225.92,Item stopped working after 2 days
824852,539396,648652,wrong_item_sent,refunded,2021-05-07,2021-05-17,67.48,
893140,587828,607293,not_as_described,received,2022-10-04,2022-10-11,,Customer requested full refund
853910,552597,694270,arrived_damaged,refunded,2022-04-05,2022-04-13,641.9,Customer requested full refund
892912,583255,671539,duplicate_order,refunded,2023-02-27,2023-03-04,365.74,
830234,533049,648832,arrived_damaged,refunded,2021-06-19,2021-06-29,58.27,
842009,576386,657217,changed_mind,rejected,2021-10-10,2021-10-16,,
806782,592824,647678,not_as_described,requested,2023-10-22,,,
868788,559299,685826,changed_mind,refunded,2023-08-02,2023-08-10,159.27,Customer requested full refund
805218,530605,660350,wrong_item_sent,refunded,2024-09-10,2024-09-17,261.95,
879314,530499,669167,wrong_item_sent,approved,2023-07-28,2023-08-09,,Item arrived in poor condition
860608,537957,682512,duplicate_order,refunded,2024-03-01,2024-03-08,268.5,
808231,570080,610413,duplicate_order,approved,2023-09-17,2023-10-08,,
841236,592038,696512,duplicate_order,rejected,2023-07-22,2023-08-03,,
812210,538796,619664,changed_mind,rejected,2024-09-08,2024-09-22,,Customer requested full refund
801580,581382,664999,wrong_item_sent,refunded,2024-04-30,2024-05-07,36.94,Wrong size delivered
840088,577333,613509,defective_product,received,2022-07-11,2022-07-16,,
855480,556784,605284,defective_product,refunded,2023-06-12,2023-06-15,304.8,Customer requested full refund
819129,527295,642038,changed_mind,approved,2023-09-03,2023-09-18,,
883000,544310,633754,changed_mind,refunded,2021-08-22,2021-08-28,494.72,Customer requested full refund
886324,527005,601624,wrong_item_sent,rejected,2023-05-24,2023-05-28,,
800988,508374,606791,arrived_damaged,refunded,2024-10-09,2024-10-15,743.42,
829357,575436,667826,wrong_item_sent,refunded,2021-05-03,2021-05-17,569.97,
824300,537441,632993,duplicate_order,requested,2021-11-12,,,
821310,551891,691442,duplicate_order,requested,2021-03-04,,,Packaging was damaged
852652,572550,684193,not_as_described,received,2024-03-27,2024-03-31,,
871461,530289,632923,arrived_damaged,refunded,2023-10-31,2023-11-10,207.02,Item stopped working after 2 days
855199,533049,623529,not_as_described,requested,2021-06-19,,,
848713,579359,613026,changed_mind,refunded,2024-01-11,2024-01-22,787.59,Item stopped working after 2 days
800304,544891,648216,wrong_item_sent,refunded,2022-05-07,2022-05-13,488.43,
849547,599374,669673,arrived_damaged,refunded,2024-09-27,2024-10-11,297.7,Item arrived in poor condition
856289,551932,681161,changed_mind,refunded,2023-02-16,2023-02-26,68.86,
881632,569167,634432,wrong_item_sent,received,2021-12-26,2022-01-01,,
870010,587414,610682,arrived_damaged,refunded,2022-10-30,2022-11-13,381.89,Item arrived in poor condition
822723,544336,697199,duplicate_order,approved,2021-01-10,2021-01-24,,Item arrived in poor condition
823330,551832,621340,arrived_damaged,refunded,2022-12-22,2023-01-01,795.45,Item arrived in poor condition
859837,505325,607181,not_as_described,rejected,2023-10-05,2023-10-08,,
870849,556502,677323,arrived_damaged,refunded,2022-08-15,2022-08-19,1236.79,Customer preferred different colour
879832,553272,660065,arrived_damaged,refunded,2022-10-21,2022-10-28,1287.83,Packaging was damaged
820893,588121,628356,duplicate_order,approved,2023-06-23,2023-07-03,,
805464,558832,670086,changed_mind,approved,2021-02-22,2021-03-07,,
869568,584567,613677,arrived_damaged,received,2021-01-22,2021-01-28,,Item stopped working after 2 days
873477,548973,653596,changed_mind,refunded,2021-03-01,2021-03-07,171.18,
876206,539473,695730,not_as_described,refunded,2023-03-29,2023-04-05,1533.14,
851568,588526,660754,changed_mind,refunded,2024-08-22,2024-09-04,475.59,Customer requested full refund
830714,583138,683322,not_as_described,received,2023-08-31,2023-09-05,,Wrong size delivered
865015,579635,602822,defective_product,refunded,2023-02-11,2023-02-19,480.66,Item stopped working after 2 days
897012,577373,652357,not_as_described,refunded,2021-05-01,2021-05-11,503.15,
863573,511505,685459,wrong_item_sent,refunded,2022-04-14,2022-04-25,115.59,Wrong size delivered
894865,511726,687435,wrong_item_sent,refunded,2023-10-03,2023-10-14,260.31,
869050,556731,629692,defective_product,received,2021-08-31,2021-09-03,,
859158,586797,665198,duplicate_order,approved,2023-10-17,2023-10-30,,
871320,523081,620071,changed_mind,refunded,2022-12-30,2023-01-13,250.11,
899402,511428,684539,wrong_item_sent,refunded,2024-03-01,2024-03-12,555.65,
848784,511239,667131,arrived_damaged,rejected,2021-03-09,2021-03-17,,Item arrived in poor condition
891863,557924,676547,wrong_item_sent,requested,2021-04-06,,,Item stopped working after 2 days
802112,530605,670188,wrong_item_sent,requested,2024-09-22,,,
864227,515060,609902,duplicate_order,received,2023-01-23,2023-01-26,,Customer preferred different colour
865757,566278,639887,not_as_described,requested,2022-07-09,,,Packaging was damaged
897868,559327,603032,arrived_damaged,refunded,2022-05-13,2022-05-27,76.59,
859372,582419,631856,duplicate_order,received,2022-09-13,2022-09-17,,Item arrived in poor condition
804693,523894,671908,defective_product,approved,2022-01-22,2022-02-02,,Customer requested full refund
877885,578179,696469,changed_mind,received,2023-03-22,2023-03-25,,Item stopped working after 2 days
843454,584205,671086,defective_product,rejected,2023-02-16,2023-02-23,,
829373,568157,657839,duplicate_order,approved,2022-11-18,2022-11-28,,
837943,527842,664101,duplicate_order,rejected,2024-10-09,2024-10-13,,Item stopped working after 2 days
803648,550987,654035,not_as_described,rejected,2022-01-12,2022-01-26,,
875887,552284,682646,changed_mind,approved,2023-09-21,2023-10-01,,Wrong size delivered
846208,558520,639678,duplicate_order,refunded,2022-10-03,2022-10-11,366.49,Customer preferred different colour
816522,583767,699011,wrong_item_sent,approved,2024-08-08,2024-08-16,,
899018,596808,659097,duplicate_order,approved,2022-06-20,2022-07-08,,
837794,508014,686169,not_as_described,approved,2021-08-08,2021-08-23,,Wrong size delivered
896036,534093,607747,defective_product,refunded,2023-07-07,2023-07-21,519.96,Customer requested full refund
803786,572462,634068,changed_mind,approved,2024-05-21,2024-05-30,,
867518,574532,635717,changed_mind,approved,2024-04-23,2024-05-03,,Wrong size delivered
858518,591117,609454,wrong_item_sent,requested,2021-09-02,,,Customer preferred different colour
812401,505211,661722,changed_mind,refunded,2023-11-18,2023-11-24,68.27,
891166,532844,650423,changed_mind,refunded,2021-12-22,2022-01-05,373.69,
843704,506644,673953,wrong_item_sent,received,2023-01-30,2023-02-03,,Item stopped working after 2 days
889279,539515,697180,duplicate_order,requested,2023-05-17,,,
838909,591976,616206,not_as_described,approved,2023-07-15,2023-07-26,,
875742,500796,641709,changed_mind,refunded,2024-04-28,2024-05-12,19.18,
879213,501103,634714,defective_product,refunded,2022-12-05,2022-12-17,517.62,Customer requested full refund
863436,598514,697641,arrived_damaged,refunded,2023-02-08,2023-02-19,99.23,Wrong size delivered
868077,511141,649599,changed_mind,rejected,2024-01-05,2024-01-17,,Packaging was damaged
876529,583317,619939,wrong_item_sent,requested,2021-03-07,,,
824398,572703,690114,not_as_described,requested,2022-10-22,,,Packaging was damaged
873545,583466,677858,not_as_described,approved,2024-02-18,2024-02-29,,
845795,585069,639102,arrived_damaged,requested,2021-06-08,,,Packaging was damaged
802304,584122,628711,not_as_described,received,2023-12-01,2023-12-02,,
804071,576802,612706,duplicate_order,refunded,2024-05-09,2024-05-15,207.38,Packaging was damaged
824997,561016,674120,defective_product,requested,2022-03-04,,,Packaging was damaged
866417,554924,630471,duplicate_order,refunded,2024-10-06,2024-10-13,142.83,
871003,534883,694620,changed_mind,refunded,2024-05-28,2024-06-03,637.93,
896133,559299,692764,defective_product,received,2023-08-08,2023-08-11,,Wrong size delivered
880081,580381,618237,duplicate_order,refunded,2021-06-16,2021-06-21,274.18,Customer requested full refund
822684,535553,624059,duplicate_order,requested,2021-06-28,,,Item arrived in poor condition
850500,539292,667122,wrong_item_sent,refunded,2022-11-17,2022-11-24,225.43,
838689,507289,670520,duplicate_order,approved,2021-06-10,2021-06-17,,Packaging was damaged
888384,550987,638601,duplicate_order,refunded,2022-01-26,2022-02-09,676.12,Customer preferred different colour
883855,562109,668904,duplicate_order,received,2024-06-28,2024-07-03,,
804923,583744,695504,arrived_damaged,requested,2023-10-02,,,
870887,505885,600689,defective_product,refunded,2024-05-22,2024-05-27,255.24,Customer preferred different colour
819358,524336,694813,wrong_item_sent,received,2023-11-27,2023-11-30,,
847755,512209,635502,duplicate_order,refunded,2023-05-08,2023-05-11,535.67,
843220,501615,665736,wrong_item_sent,approved,2022-07-30,2022-08-06,,
891595,568671,602568,changed_mind,requested,2024-05-25,,,
871955,579746,616590,wrong_item_sent,refunded,2023-09-29,2023-10-10,112.66,Packaging was damaged
813516,561153,651927,not_as_described,received,2022-07-22,2022-07-25,,
804299,556980,636861,duplicate_order,refunded,2024-07-14,2024-07-28,45.11,Customer requested full refund
824470,569867,600589,defective_product,refunded,2023-04-03,2023-04-08,143.12,Item stopped working after 2 days
815227,545436,609746,defective_product,approved,2023-09-01,2023-09-18,,Customer preferred different colour
840741,581986,635243,wrong_item_sent,refunded,2021-09-30,2021-10-10,93.63,Customer preferred different colour
838397,562341,682856,wrong_item_sent,refunded,2023-03-25,2023-03-29,612.46,Packaging was damaged
801021,550882,667760,arrived_damaged,requested,2021-03-04,,,Packaging was damaged
815160,584689,697328,defective_product,refunded,2024-06-16,2024-06-19,67.04,Packaging was damaged
897935,576648,666369,duplicate_order,refunded,2024-02-21,2024-03-04,331.35,
884674,527710,656932,not_as_described,received,2021-11-11,2021-11-14,,
853442,555145,642172,defective_product,refunded,2023-11-24,2023-12-04,320.87,Wrong size delivered
850852,589135,601281,arrived_damaged,refunded,2021-12-10,2021-12-20,402.28,
824906,564587,666807,arrived_damaged,rejected,2021-02-15,2021-02-25,,
867454,579942,623006,defective_product,refunded,2023-04-18,2023-04-26,756.94,
867282,572181,620243,arrived_damaged,refunded,2024-09-23,2024-09-28,380.19,Wrong size delivered
868226,564867,638141,defective_product,rejected,2023-10-09,2023-10-12,,Wrong size delivered
873147,579246,623041,arrived_damaged,refunded,2021-12-04,2021-12-11,507.48,Customer requested full refund
862540,575975,679607,defective_product,refunded,2022-07-19,2022-07-29,767.92,
873225,597243,667774,defective_product,requested,2023-05-24,,,
882121,506389,670209,defective_product,refunded,2022-06-08,2022-06-12,846.81,Customer requested full refund
816368,514828,605789,not_as_described,approved,2022-03-18,2022-04-07,,Customer preferred different colour
894338,576615,607420,changed_mind,requested,2022-02-10,,,
847970,518774,654761,wrong_item_sent,rejected,2022-03-21,2022-03-25,,
813645,563882,672141,arrived_damaged,requested,2021-12-15,,,
808972,599296,618312,defective_product,rejected,2021-10-24,2021-11-02,,Customer preferred different colour
872480,537100,636330,duplicate_order,received,2023-12-29,2024-01-02,,Customer preferred different colour
829286,592829,642227,changed_mind,refunded,2021-05-09,2021-05-13,307.75,Packaging was damaged
806124,533371,660280,not_as_described,approved,2021-05-14,2021-05-30,,Wrong size delivered
899207,558723,630770,defective_product,requested,2023-06-28,,,Customer requested full refund
821543,583827,629985,arrived_damaged,refunded,2023-03-08,2023-03-21,1014.85,Item arrived in poor condition
805971,504167,634299,not_as_described,received,2021-02-05,2021-02-11,,
899593,533656,602947,changed_mind,refunded,2023-03-24,2023-03-27,228.11,Item arrived in poor condition
895605,585070,618975,wrong_item_sent,refunded,2022-09-18,2022-09-23,1185.04,Item stopped working after 2 days
879501,517685,638010,arrived_damaged,refunded,2023-10-08,2023-10-13,142.04,Packaging was damaged
858270,527175,643817,arrived_damaged,rejected,2022-01-30,2022-02-11,,
881029,580851,603497,arrived_damaged,approved,2022-07-17,2022-07-28,,
883937,512093,629529,wrong_item_sent,refunded,2021-01-26,2021-01-30,864.72,
802285,518289,654591,changed_mind,refunded,2024-05-01,2024-05-07,65.51,Item arrived in poor condition
832483,572985,609036,changed_mind,received,2024-04-08,2024-04-09,,
825036,593407,619511,not_as_described,approved,2021-10-02,2021-10-17,,
834644,547968,606986,defective_product,refunded,2023-10-22,2023-10-31,428.88,Item stopped working after 2 days
884404,557250,650016,changed_mind,refunded,2022-09-29,2022-10-11,176.73,Customer requested full refund
836812,566022,663568,not_as_described,refunded,2021-08-15,2021-08-27,207.75,
